id,location,location_area,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
705,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,550,2,62,72,1986,bloc de apartamente,P+4E,1,4,1,1,,,
706,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,lux,800,2,60,95,2009,bloc de apartamente,P+6E,5,6,1,1,,,1
707,"Bucuresti, Sector 1, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,semidecomandat,lux,425,2,52,67,1980,bloc de apartamente,P+8E,6,8,1,1,,,1
708,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,lux,3000,4,170,220,2006,bloc de apartamente,P+5E,4,5,1,3,,2,2
709,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,290,1,40,55,1990,bloc de apartamente,S+P+8E,4,8,1,1,,,1
710,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,semidecomandat,lux,850,2,70,93,2008,bloc de apartamente,P+5E,Parter,5,1,1,,,
711,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,3100,4,129,236,2018,bloc de apartamente,P+4E,Parter,4,1,3,,2,2
712,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,380,1,42,47,2017,bloc de apartamente,P+7E,2,7,1,1,,,1
713,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,2500,4,170,250,2010,bloc de apartamente,P+5E,1,5,1,3,2,2,
714,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,600,2,58,85,2016,bloc de apartamente,P+5E,3,5,1,1,,,1
715,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,1,900,3,77,92,2019,bloc de apartamente,P+10E,4,10,1,2,,,
716,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,semidecomandat,lux,250,1,35,35,1984,bloc de apartamente,S+P+10E,5,10,1,1,,,1
717,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,450,3,70,100,1990,bloc de apartamente,S+P+8E,1,8,1,2,,,2
718,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,2,520,2,45,70,2018,bloc de apartamente,P+10E,3,10,,1,,1,
719,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,600,2,65,70,2020,bloc de apartamente,P+11E,1,11,,1,,,
720,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,600,4,90,110,1985,bloc de apartamente,S+P+10E,Parter,10,2,2,,,
721,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,500,2,50,60,2017,bloc de apartamente,S+P+8E,Parter,8,1,1,,,
722,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,630,3,75,102,1994,bloc de apartamente,S+P+8E,3,8,1,2,,,1
723,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,500,2,62,82,1994,bloc de apartamente,S+P+8E,2,8,1,1,,,1
724,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,lux,360,2,60,64,1984,bloc de apartamente,S+P+10E,Parter,10,1,1,,,
725,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,lux,470,2,56,63,2018,bloc de apartamente,P+11E,9,11,1,1,,1,1
726,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,1,800,2,65,100,2009,bloc de apartamente,P+9E,6,9,1,1,1,,1
729,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,500,2,60,77,1981,bloc de apartamente,P+10E,8,10,1,1,,,1
730,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,2,499,2,46,50,2019,bloc de apartamente,P+10E,5,10,,1,,1,
801,"Bucuresti, Sector 2, zona Ferdinand",Ferdinand,agency,apartament,decomandat,1,350,1,40,48,2013,bloc de apartamente,S+P+5E,2,5,1,1,,,1
802,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,2,600,2,65,70,2020,bloc de apartamente,P+11E,1,11,,1,,,
803,"Bucuresti, Sector 5, zona Unirii",Unirii,agency,apartament,decomandat,lux,1200,4,100,110,1992,bloc de apartamente,P+8E,5,8,1,2,,,2
804,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1700,3,121,140,2018,bloc de apartamente,P+4E,1,4,1,2,,1,
805,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,lux,1850,3,151,196,2008,bloc de apartamente,P+3E,3,3,1,2,,1,
806,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,2,600,2,46,50,2019,bloc de apartamente,P+10E,6,10,,1,,1,
807,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,6500,4,203,290,1970,bloc de apartamente,D+P+3E,3,3,1,4,,3,
808,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,450,2,74,90,2009,bloc de apartamente,S+P+10E,1,10,1,1,,1,1
809,"Bucuresti, Sector 1, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,decomandat,1,3800,8,330,350,1940,casa/vila,P+2E,1,2,1,5,,,2
810,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,430,2,56,60,,bloc de apartamente,P+4E,2,4,,1,,1,
811,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,499,2,50,55,2019,bloc de apartamente,P+7E,6,7,,1,,1,
812,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,1100,3,80,85,2019,bloc de apartamente,P+9E,9,9,,2,,1,
813,"Bucuresti, zona Amzei",Amzei,agency,apartament,semidecomandat,1,500,3,50,50,1968,bloc de apartamente,P+6E,2,6,1,1,,,1
814,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,lux,2999,4,201,233,2005,bloc de apartamente,P+6E,3,6,1,3,,1,2
815,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,2,790,2,64,74,2008,bloc de apartamente,P+8E,4,8,,1,,,
816,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,480,2,60,75,2020,bloc de apartamente,P+6E,2,6,1,1,,1,1
818,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,2,549,2,42,52,2020,bloc de apartamente,P+10E,4,10,,1,,1,
819,"Bucuresti, Sector 2, zona Bucur Obor",Bucur Obor,agency,apartament,decomandat,1,400,2,60,70,1975,bloc de apartamente,S+P+8E,Parter,8,1,1,,,1
820,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,2,549,2,54,59,2016,bloc de apartamente,P+10E,4,10,,1,,1,
821,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,930,2,90,108,2007,bloc de apartamente,P+5E,4,5,1,1,,1,
822,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,lux,1700,4,210,215,2008,bloc de apartamente,P+10E,7,10,1,3,,1,3
823,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,740,2,72,82,2019,bloc de apartamente,P+10E,2,10,1,1,,1,1
824,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,lux,560,2,65,76,1980,bloc de apartamente,P+8E,2,8,1,1,,,1
825,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,2,550,2,40,50,2020,bloc de apartamente,P+11E,Parter,11,,1,,,
826,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,420,2,60,65,1983,bloc de apartamente,P+8E,8,8,1,1,,,1
827,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,900,2,53,60,2019,bloc de apartamente,P+9E,3,9,1,1,,1,
828,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,1,520,2,52,60,,bloc de apartamente,P+3E,3,3,,1,,,
829,"Bucuresti, Sector 6, zona Politehnica",Politehnica,agency,apartament,nedecomandat,lux,399,1,41,50,2019,bloc de apartamente,P+11E,10,11,1,1,,,1
830,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,3000,4,210,245,2005,bloc de apartamente,P+5E,1,5,1,2,,1,1
901,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,300,1,30,30,,bloc de apartamente,P+3E,1,3,,1,,,
902,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,950,3,87,119,2010,bloc de apartamente,P+5E,2,5,1,2,1,1,2
903,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1500,3,103,220,2019,bloc de apartamente,P+10E,2,10,1,2,,1,1
904,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,semidecomandat,lux,950,2,83,,2009,bloc de apartamente,P+5E,1,5,1,2,1,2,
905,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,3500,4,170,270,2018,bloc de apartamente,P+10E,8,10,1,3,,2,1
906,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1250,3,90,,2015,bloc de apartamente,S+P+13E,3,13,1,2,1,1,1
907,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,semidecomandat,1,450,3,56,75,1962,bloc de apartamente,S+P+8E,5,8,1,1,,,1
908,"Bucuresti, zona Capitale",Capitale,agency,apartament,decomandat,lux,2300,3,120,150,2019,bloc de apartamente,P+5E,4,5,1,2,,1,2
909,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,1,1500,3,107,128,2012,bloc de apartamente,P+5E,4,5,1,2,,1,
911,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,2400,5,200,240,2008,bloc de apartamente,P+7E,5,7,1,4,,1,2
912,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,285,1,40,40,,bloc de apartamente,P+4E,3,4,,1,,,
913,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,650,2,58,65,2016,bloc de apartamente,S+P+13E,8,13,1,1,1,1,1
914,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,1,640,2,52,65,2017,bloc de apartamente,P+8E,4,8,1,1,,,1
915,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,lux,1750,5,186,224,2008,bloc de apartamente,P+12E,9,12,1,3,,,
917,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1500,3,90,114,2019,bloc de apartamente,P+9E,2,9,1,2,,1,
918,"Bucuresti, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,lux,300,1,35,40,,bloc de apartamente,,7,,,1,,,
919,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,350,1,42,55,2020,bloc de apartamente,P+6E,2,6,1,1,,1,1
920,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1500,4,175,199,2006,bloc de apartamente,P+6E,5,6,1,3,,1,1
921,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1000,3,115,170,2006,bloc de apartamente,S+P+5E,3,5,1,2,,1,3
922,"Bucuresti, zona P-ta Rosetti",P-ta Rosetti,agency,apartament,decomandat,lux,1550,5,190,210,2009,casa/vila,P+3E,3,3,1,2,,1,
923,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,370,3,65,68,,bloc de apartamente,P+4E,3,4,,1,,,
924,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,799,2,55,75,2018,bloc de apartamente,S+P+9E,5,9,1,1,,1,1
925,"Bucuresti, zona Vitan",Vitan,agency,apartament,decomandat,lux,447,2,65,85,2016,bloc de apartamente,P+10E,9,10,1,1,,1,1
926,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,lux,2200,4,130,200,2008,bloc de apartamente,P+6E,5,6,1,3,2,,
927,"Bucuresti, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,decomandat,2,360,2,44,46,1984,bloc de apartamente,P+10E,10,10,1,1,,,1
929,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,1,550,3,110,115,2007,bloc de apartamente,P+8E,3,8,1,2,,,1
930,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,847,2,65,78,2019,bloc de apartamente,P+10E,4,10,1,1,,,
1001,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,399,2,51,55,1974,bloc de apartamente,P+10E,3,10,1,1,,,1
1002,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,1350,4,120,147,2019,bloc de apartamente,P+7E,4,7,1,2,,2,1
1003,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1500,4,165,230,2006,bloc de apartamente,S+P+5E,1,5,1,1,,1,3
1004,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,350,1,45,48,,bloc de apartamente,S+P+8E,6,8,,1,,,
1005,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,400,1,43,45,,bloc de apartamente,P+11E,2,11,,1,,,
1006,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,2500,6,300,430,2000,bloc de apartamente,P+4E,2,4,1,4,,2,4
1007,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,500,2,57,63,2018,bloc de apartamente,P+3E,Parter,3,1,1,,,
1008,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1400,3,125,150,,bloc de apartamente,P+6E,3,6,,2,,,
1009,"Bucuresti, Sector 1, zona Calea Victoriei",Calea Victoriei,agency,apartament,decomandat,lux,2800,4,140,200,2019,casa/vila,P+1E,1,1,1,2,,2,
1010,"Bucuresti, Sector 5, zona Cismigiu",Cismigiu,agency,apartament,semidecomandat,1,365,2,50,55,1950,bloc de apartamente,P+7E,6,7,1,1,,,
1011,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,206,1,35,40,,bloc de apartamente,P+7E,1,7,,1,,,
1012,"Bucuresti, zona P-ta Romana",P-ta Romana,agency,apartament,decomandat,1,547,2,50,55,1960,bloc de apartamente,P+8E,6,8,1,,,,
1013,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,semidecomandat,1,430,2,35,,,bloc de apartamente,P+10E,Parter,10,,1,,,
1014,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,600,3,110,123,2013,bloc de apartamente,P+4E,2,4,1,2,,,1
1015,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,450,2,55,62,2017,bloc de apartamente,P+9E,8,9,1,1,,,1
1016,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,700,3,85,100,2019,bloc de apartamente,P+8E,6,8,1,2,,1,1
1017,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,340,1,35,35,1976,bloc de apartamente,P+10E,8,10,1,1,,,1
1018,"Bucuresti, Sector 1, zona Titulescu",Titulescu,agency,apartament,decomandat,1,560,3,70,81,1980,bloc de apartamente,P+10E,4,10,1,1,,,1
1019,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,665,2,57,64,2018,bloc de apartamente,P+8E,2,8,1,1,,,
1020,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1200,2,115,145,,bloc de apartamente,P+6E,3,6,,2,,,
1021,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,790,3,66,79,2019,bloc de apartamente,P+7E,2,7,1,2,,1,2
1022,"Bucuresti, Sector 1, zona Cismigiu",Cismigiu,agency,apartament,semidecomandat,1,430,2,53,60,,bloc de apartamente,S+P+8E,4,8,1,1,,,
1023,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,550,3,62,,1976,bloc de apartamente,P+8E,6,8,1,1,,,1
1024,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,900,2,60,86,2009,bloc de apartamente,P+6E,5,6,1,1,,1,1
1025,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,3500,6,250,421,2011,bloc de apartamente,P+5E,5,5,1,4,2,,1
1026,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,500,2,55,60,2019,bloc de apartamente,P+11E,7,11,1,1,,1,1
1027,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,800,2,65,69,2009,bloc de apartamente,P+11E,6,11,1,1,,,
1028,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,semidecomandat,lux,1150,3,110,130,,bloc de apartamente,D+P+5E,Parter,5,1,1,,,
1029,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,630,3,77,85,2000,bloc de apartamente,P+8E,6,8,,2,,,3
1030,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,lux,1299,2,70,95,2010,bloc de apartamente,P+6E,Parter,6,1,1,,1,1
1101,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,600,3,70,75,2007,bloc de apartamente,P+8E,5,8,1,2,,1,1
1102,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,850,3,91,93,,bloc de apartamente,P+6E,3,6,,1,,,
1103,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,450,2,55,60,2019,bloc de apartamente,P+11E,1,11,1,1,,,1
1104,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,680,2,58,,2011,bloc de apartamente,S+P+5E,1,5,1,1,1,1,1
1105,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,490,2,55,60,2019,bloc de apartamente,P+11E,9,11,1,1,,,1
1106,"Bucuresti, zona Nordului",Nordului,agency,apartament,decomandat,lux,2900,4,171,200,2010,bloc de apartamente,P+6E,1,6,1,3,,2,2
1107,"Bucuresti, Sector 4, zona Vacaresti",Vacaresti,agency,apartament,decomandat,1,550,2,58,85,2009,bloc de apartamente,P+17E,5,17,1,1,,,1
1108,"Bucuresti, Sector 3, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,lux,750,2,61,80,2020,bloc de apartamente,S+P+11E,8,11,1,1,,,1
1109,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,550,2,45,,2019,bloc de apartamente,S+P+11E,4,11,1,1,1,1,1
1110,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,350,1,35,40,,casa/vila,P+2E,Parter,2,,1,,1,
1111,"Bucuresti, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,290,3,72,74,1980,bloc de apartamente,P+8E,7,8,1,2,,,1
1112,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1950,3,110,139,2008,bloc de apartamente,P+6E,4,6,1,2,,1,1
1113,"Bucuresti, zona Beller",Beller,agency,apartament,decomandat,lux,650,2,70,77,1990,bloc de apartamente,P+4E,1,4,1,1,,,
1114,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,semidecomandat,1,450,2,56,70,2015,bloc de apartamente,P+6E,2,6,1,1,,,1
1115,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1500,4,120,144,2013,bloc de apartamente,P+6E,1,6,1,3,,1,
1116,"Bucuresti, Sector 3, zona P-ta Unirii",P-ta Unirii,agency,apartament,decomandat,lux,1000,2,60,,2020,bloc de apartamente,P+10E,6,10,,1,,,
1117,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,400,2,55,60,2014,bloc de apartamente,P+5E,Parter,5,1,1,,,1
1118,"Bucuresti, Sector 3, zona Vitan",Vitan,agency,apartament,semidecomandat,1,250,1,40,,,bloc de apartamente,,Parter,,1,1,,,
1119,"Bucuresti, zona Magheru",Magheru,agency,apartament,decomandat,1,490,2,60,60,1960,bloc de apartamente,P+9E,8,9,,1,,,1
1120,"Bucuresti, Sector 1, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,decomandat,lux,599,2,63,73,2018,bloc de apartamente,,2,,1,1,,,1
1121,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,490,2,55,60,2019,bloc de apartamente,P+7E,3,7,1,1,,1,1
1122,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,270,1,34,34,1980,bloc de apartamente,P+10E,1,10,1,1,,,1
1123,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,1,1290,4,105,130,2010,bloc de apartamente,P+6E,2,6,1,2,,1,
1124,"Bucuresti, Sector 1, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,lux,600,2,57,65,1984,bloc de apartamente,P+6E,6,6,1,1,,,1
1125,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,390,2,60,75,1975,bloc de apartamente,P+6E,2,6,1,1,,,1
1126,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,220,1,35,40,2019,bloc de apartamente,P+6E,4,6,1,1,,,1
1127,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,,1800,3,132,145,2017,bloc de apartamente,P+4E,2,4,1,3,1,,
1128,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,310,2,50,,,bloc de apartamente,P+9E,2,9,,1,,,
1129,"Bucuresti, zona Oltenitei",Oltenitei,agency,apartament,semidecomandat,lux,485,3,65,,,bloc de apartamente,P+8E,6,8,,2,,,
1130,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,2500,4,173,,2015,bloc de apartamente,P+11E,4,11,1,2,,,
1201,"Bucuresti, Sector 2, zona Ferdinand",Ferdinand,agency,apartament,decomandat,lux,500,2,90,105,2014,bloc de apartamente,S+P+10E+M,8,10,1,1,,,1
1202,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,230,1,38,,1984,bloc de apartamente,P+10E,3,10,1,1,,,1
1203,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,2600,3,140,180,2011,bloc de apartamente,P+5E,2,5,1,3,,1,1
1204,"Bucuresti, Sector 3, zona Decebal",Decebal,agency,apartament,decomandat,lux,550,2,58,72,2019,bloc de apartamente,P+5E,3,5,1,1,,1,1
1205,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,lux,390,2,62,70,,bloc de apartamente,P+12E,5,12,,1,,,
1206,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,290,3,60,64,1974,bloc de apartamente,S+P+10E,4,10,1,1,,,1
1207,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,300,2,52,62,2016,bloc de apartamente,P+7E,3,7,1,1,,1,1
1208,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,lux,1100,3,111,130,1984,bloc de apartamente,P+12E,11,12,1,3,,,2
1209,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1700,4,160,250,2017,bloc de apartamente,S+P+6E,4,6,1,3,1,2,4
1210,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,circular,1,1000,3,84,,1959,bloc de apartamente,P+3E,1,3,1,1,,,2
1211,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,decomandat,1,290,2,50,53,1984,bloc de apartamente,P+8E,3,8,1,1,,,1
1212,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1700,3,110,150,2004,bloc de apartamente,P+5E,5,5,1,2,,1,
1213,"Bucuresti, zona Titan",Titan,agency,apartament,circular,1,350,2,50,54,1970,bloc de apartamente,P+10E,4,10,1,1,,,
1214,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,semidecomandat,1,300,2,52,60,2016,bloc de apartamente,P+8E,5,8,1,1,,1,1
1215,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,semidecomandat,1,320,1,40,43,2010,bloc de apartamente,P+4E,4,4,1,1,,1,1
1216,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,320,2,55,55,,bloc de apartamente,P+8E,4,8,,1,,,
1217,"Bucuresti, Sector 2, zona Chisinau",Chisinau,agency,apartament,semidecomandat,1,219,1,32,32,1982,bloc de apartamente,S+P+10E,Parter,10,1,1,,,1
1218,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,250,1,42,50,1990,bloc de apartamente,D+P+8E,8,8,1,1,,,1
1219,"Bucuresti, Sector 1, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,460,3,80,88,1984,bloc de apartamente,P+10E,10,10,1,2,,1,1
